Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1992,CALIFORNIA,CRUSTACEANS **,"199,529",91,"201,485",Confidential,Commercial,Crustacea,83677,PACFINHIST
1991,CALIFORNIA,CRUSTACEANS **,"562,577",255,"795,603",Confidential,Commercial,Crustacea,83677,PACFINHIST
1990,CALIFORNIA,CRUSTACEANS **,"512,601",233,"760,694",Confidential,Commercial,Crustacea,83677,PACFINHIST
1989,CALIFORNIA,CRUSTACEANS **,"504,465",229,"642,132",Confidential,Commercial,Crustacea,83677,PACFINHIST
1988,CALIFORNIA,CRUSTACEANS **,"607,604",276,"920,467",Confidential,Commercial,Crustacea,83677,PACFINHIST
1987,CALIFORNIA,CRUSTACEANS **,"576,332",261,"886,454",Confidential,Commercial,Crustacea,83677,PACFINHIST
1986,CALIFORNIA,CRUSTACEANS **,"418,016",190,"462,079",Confidential,Commercial,Crustacea,83677,PACFINHIST
1985,CALIFORNIA,CRUSTACEANS **,"337,761",153,"496,527",Confidential,Commercial,Crustacea,83677,PACFINHIST
1984,CALIFORNIA,CRUSTACEANS **,"290,636",132,"431,847",Confidential,Commercial,Crustacea,83677,PACFINHIST
1983,CALIFORNIA,CRUSTACEANS **,"196,407",89,"265,303",Confidential,Commercial,Crustacea,83677,PACFINHIST
1982,CALIFORNIA,CRUSTACEANS **,"398,343",181,"389,209",Confidential,Commercial,Crustacea,83677,PACFINHIST
1981,CALIFORNIA,CRUSTACEANS **,"650,018",295,"618,210",Confidential,Commercial,Crustacea,83677,PACFINHIST
1980,CALIFORNIA,CRUSTACEANS **,"34,411",16,"9,130",Public,Commercial,Crustacea,83677,PACFINHIST
1979,CALIFORNIA,CRUSTACEANS **,"40,205",18,"11,279",Public,Commercial,Crustacea,83677,PACFINHIST
1978,CALIFORNIA,CRUSTACEANS **,,,22,Public,Commercial,Crustacea,83677,PACFINHIST
1977,CALIFORNIA,CRUSTACEANS **,"16,700",8,"3,335",Public,Commercial,Crustacea,83677,PACFINHIST
1974,CALIFORNIA,CRUSTACEANS **,"4,800",2,719,Public,Commercial,Crustacea,83677,PACFINHIST
1973,CALIFORNIA,CRUSTACEANS **,600,0,89,Public,Commercial,Crustacea,83677,PACFINHIST
1971,CALIFORNIA,CRUSTACEANS **,"13,500",6,"11,748",Public,Commercial,Crustacea,83677,PACFINHIST
2023,CALIFORNIA,"CUCUMBERS, SEA **","89,101",40,"564,192",Public,Commercial,Holothuroidea,158140,PACFIN
2022,CALIFORNIA,"CUCUMBERS, SEA **","108,229",49,"601,199",Public,Commercial,Holothuroidea,158140,PACFIN
2021,CALIFORNIA,"CUCUMBERS, SEA **","75,563",34,"414,045",Public,Commercial,Holothuroidea,158140,PACFIN
2020,CALIFORNIA,"CUCUMBERS, SEA **","89,634",41,"460,923",Public,Commercial,Holothuroidea,158140,PACFIN
2019,CALIFORNIA,"CUCUMBERS, SEA **","115,656",52,"527,943",Public,Commercial,Holothuroidea,158140,PACFIN
2018,CALIFORNIA,"CUCUMBERS, SEA **","129,335",59,"627,837",Public,Commercial,Holothuroidea,158140,PACFIN
2017,CALIFORNIA,"CUCUMBERS, SEA **","156,995",71,"773,198",Public,Commercial,Holothuroidea,158140,PACFIN
2016,CALIFORNIA,"CUCUMBERS, SEA **","141,283",64,"640,241",Public,Commercial,Holothuroidea,158140,PACFIN
2015,CALIFORNIA,"CUCUMBERS, SEA **","263,564",120,"1,199,758",Public,Commercial,Holothuroidea,158140,PACFIN
2014,CALIFORNIA,"CUCUMBERS, SEA **","309,471",140,"1,263,160",Public,Commercial,Holothuroidea,158140,PACFIN
2013,CALIFORNIA,"CUCUMBERS, SEA **","384,017",174,"1,340,586",Public,Commercial,Holothuroidea,158140,PACFIN
2012,CALIFORNIA,"CUCUMBERS, SEA **","471,763",214,"1,859,205",Public,Commercial,Holothuroidea,158140,PACFIN
2011,CALIFORNIA,"CUCUMBERS, SEA **","866,662",393,"3,482,077",Public,Commercial,Holothuroidea,158140,PACFIN
2010,CALIFORNIA,"CUCUMBERS, SEA **","596,057",270,"1,265,330",Public,Commercial,Holothuroidea,158140,PACFIN
2009,CALIFORNIA,"CUCUMBERS, SEA **","543,543",247,"1,053,743",Public,Commercial,Holothuroidea,158140,PACFIN
2008,CALIFORNIA,"CUCUMBERS, SEA **","826,412",375,"1,710,373",Public,Commercial,Holothuroidea,158140,PACFIN
2007,CALIFORNIA,"CUCUMBERS, SEA **","486,100",220,"665,834",Public,Commercial,Holothuroidea,158140,PACFIN
2006,CALIFORNIA,"CUCUMBERS, SEA **","474,406",215,"599,085",Public,Commercial,Holothuroidea,158140,PACFIN
2005,CALIFORNIA,"CUCUMBERS, SEA **","576,666",262,"663,591",Public,Commercial,Holothuroidea,158140,PACFIN
2004,CALIFORNIA,"CUCUMBERS, SEA **","574,783",261,"541,470",Public,Commercial,Holothuroidea,158140,PACFIN
2003,CALIFORNIA,"CUCUMBERS, SEA **","759,255",344,"688,687",Public,Commercial,Holothuroidea,158140,PACFINHIST
2002,CALIFORNIA,"CUCUMBERS, SEA **","946,655",429,"801,223",Public,Commercial,Holothuroidea,158140,PACFINHIST
2001,CALIFORNIA,"CUCUMBERS, SEA **","717,425",325,"584,782",Public,Commercial,Holothuroidea,158140,PACFINHIST
2000,CALIFORNIA,"CUCUMBERS, SEA **","642,474",291,"605,883",Public,Commercial,Holothuroidea,158140,PACFINHIST
1999,CALIFORNIA,"CUCUMBERS, SEA **","601,514",273,"419,653",Public,Commercial,Holothuroidea,158140,PACFINHIST
1998,CALIFORNIA,"CUCUMBERS, SEA **","769,858",349,"456,166",Public,Commercial,Holothuroidea,158140,PACFINHIST
1997,CALIFORNIA,"CUCUMBERS, SEA **","452,647",205,"222,422",Public,Commercial,Holothuroidea,158140,PACFINHIST
1996,CALIFORNIA,"CUCUMBERS, SEA **","839,324",381,"544,275",Public,Commercial,Holothuroidea,158140,PACFINHIST
1995,CALIFORNIA,"CUCUMBERS, SEA **","589,819",268,"414,478",Public,Commercial,Holothuroidea,158140,PACFINHIST
1994,CALIFORNIA,"CUCUMBERS, SEA **","646,927",293,"402,971",Public,Commercial,Holothuroidea,158140,PACFINHIST
1993,CALIFORNIA,"CUCUMBERS, SEA **","646,211",293,"344,333",Public,Commercial,Holothuroidea,158140,PACFINHIST
1992,CALIFORNIA,"CUCUMBERS, SEA **","549,192",249,"237,609",Public,Commercial,Holothuroidea,158140,PACFINHIST
1991,CALIFORNIA,"CUCUMBERS, SEA **","581,974",264,"191,034",Public,Commercial,Holothuroidea,158140,PACFINHIST
1990,CALIFORNIA,"CUCUMBERS, SEA **","148,164",67,"36,537",Public,Commercial,Holothuroidea,158140,PACFINHIST
1989,CALIFORNIA,"CUCUMBERS, SEA **","160,011",73,"36,166",Public,Commercial,Holothuroidea,158140,PACFINHIST
1988,CALIFORNIA,"CUCUMBERS, SEA **","159,106",72,"32,385",Public,Commercial,Holothuroidea,158140,PACFINHIST
1987,CALIFORNIA,"CUCUMBERS, SEA **","107,678",49,"23,161",Public,Commercial,Holothuroidea,158140,PACFINHIST
1986,CALIFORNIA,"CUCUMBERS, SEA **","77,967",35,"16,260",Public,Commercial,Holothuroidea,158140,PACFINHIST
1985,CALIFORNIA,"CUCUMBERS, SEA **","59,076",27,"12,030",Public,Commercial,Holothuroidea,158140,PACFINHIST
1984,CALIFORNIA,"CUCUMBERS, SEA **","52,354",24,"9,660",Public,Commercial,Holothuroidea,158140,PACFINHIST
1983,CALIFORNIA,"CUCUMBERS, SEA **","163,495",74,"26,227",Public,Commercial,Holothuroidea,158140,PACFINHIST
1982,CALIFORNIA,"CUCUMBERS, SEA **","139,487",63,"24,980",Public,Commercial,Holothuroidea,158140,PACFINHIST
1980,CALIFORNIA,"CUCUMBERS, SEA **","23,060",10,"5,402",Public,Commercial,Holothuroidea,158140,PACFINHIST
1979,CALIFORNIA,"CUCUMBERS, SEA **","69,438",31,"4,087",Public,Commercial,Holothuroidea,158140,PACFINHIST
2023,CALIFORNIA,DOLPHINFISH,"22,560",10,"64,758",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2022,CALIFORNIA,DOLPHINFISH,"32,334",15,"111,597",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2021,CALIFORNIA,DOLPHINFISH,"15,923",7,"35,970",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2020,CALIFORNIA,DOLPHINFISH,"29,178",13,"53,736",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2019,CALIFORNIA,DOLPHINFISH,"46,897",21,"90,008",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2018,CALIFORNIA,DOLPHINFISH,"25,653",12,"51,048",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2017,CALIFORNIA,DOLPHINFISH,"24,765",11,"53,012",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2016,CALIFORNIA,DOLPHINFISH,"44,531",20,"72,950",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2015,CALIFORNIA,DOLPHINFISH,"58,365",26,"88,865",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2014,CALIFORNIA,DOLPHINFISH,"37,556",17,"59,074",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2013,CALIFORNIA,DOLPHINFISH,"2,008",1,"5,482",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2012,CALIFORNIA,DOLPHINFISH,"22,313",10,"35,584",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2011,CALIFORNIA,DOLPHINFISH,"7,027",3,"10,950",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2010,CALIFORNIA,DOLPHINFISH,"8,194",4,"15,868",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2009,CALIFORNIA,DOLPHINFISH,"1,468",1,"4,181",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2008,CALIFORNIA,DOLPHINFISH,"4,023",2,"9,080",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2007,CALIFORNIA,DOLPHINFISH,"5,054",2,"10,077",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2006,CALIFORNIA,DOLPHINFISH,"6,461",3,"17,984",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2005,CALIFORNIA,DOLPHINFISH,393,0,960,Public,Commercial,Coryphaena hippurus,168791,PACFIN
2004,CALIFORNIA,DOLPHINFISH,"2,602",1,"5,638",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2003,CALIFORNIA,DOLPHINFISH **,"13,156",6,"10,371",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
2002,CALIFORNIA,DOLPHINFISH **,626,0,725,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
2001,CALIFORNIA,DOLPHINFISH **,"33,699",15,"18,923",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
2000,CALIFORNIA,DOLPHINFISH **,"94,772",43,"63,295",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1999,CALIFORNIA,DOLPHINFISH **,"38,502",17,"47,855",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1998,CALIFORNIA,DOLPHINFISH **,"7,114",3,"10,493",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1997,CALIFORNIA,DOLPHINFISH **,"10,455",5,"10,632",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1996,CALIFORNIA,DOLPHINFISH **,"21,095",10,"9,815",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1995,CALIFORNIA,DOLPHINFISH **,"11,212",5,"5,460",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1994,CALIFORNIA,DOLPHINFISH **,"90,766",41,"74,891",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1993,CALIFORNIA,DOLPHINFISH **,"37,186",17,"42,162",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1992,CALIFORNIA,DOLPHINFISH **,"7,079",3,"6,211",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1991,CALIFORNIA,DOLPHINFISH **,701,0,"1,137",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1990,CALIFORNIA,DOLPHINFISH **,"1,493",1,"1,920",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1989,CALIFORNIA,DOLPHINFISH **,787,0,412,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1988,CALIFORNIA,DOLPHINFISH **,377,0,527,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1985,CALIFORNIA,DOLPHINFISH **,424,0,377,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1984,CALIFORNIA,DOLPHINFISH **,"7,775",4,"4,272",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1983,CALIFORNIA,DOLPHINFISH **,"1,300",1,695,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1982,CALIFORNIA,DOLPHINFISH **,"2,503",1,957,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1981,CALIFORNIA,DOLPHINFISH **,"8,344",4,"2,801",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1980,CALIFORNIA,DOLPHINFISH **,"4,504",2,"1,445",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1979,CALIFORNIA,DOLPHINFISH **,694,0,400,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1978,CALIFORNIA,DOLPHINFISH **,200,0,96,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1977,CALIFORNIA,DOLPHINFISH **,"10,500",5,"2,947",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1976,CALIFORNIA,DOLPHINFISH **,"9,900",4,"2,809",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1975,CALIFORNIA,DOLPHINFISH **,"3,000",1,634,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1974,CALIFORNIA,DOLPHINFISH **,"2,800",1,512,Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1973,CALIFORNIA,DOLPHINFISH **,"6,100",3,"1,074",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
1972,CALIFORNIA,DOLPHINFISH **,"7,800",4,"2,361",Public,Commercial,Coryphaena spp.,168790,PACFINHIST
2022,CALIFORNIA,ECHINODERM **,,,,Confidential,Commercial,Echinodermata,156857,PACFIN
2021,CALIFORNIA,ECHINODERM **,,,,Confidential,Commercial,Echinodermata,156857,PACFIN
2020,CALIFORNIA,ECHINODERM **,"1,525",1,"5,891",Public,Commercial,Echinodermata,156857,PACFIN
2019,CALIFORNIA,ECHINODERM **,,,,Confidential,Commercial,Echinodermata,156857,PACFIN
2018,CALIFORNIA,ECHINODERM **,479,0,"2,202",Public,Commercial,Echinodermata,156857,PACFIN
2017,CALIFORNIA,ECHINODERM **,"1,146",1,"2,551",Public,Commercial,Echinodermata,156857,PACFIN
2016,CALIFORNIA,ECHINODERM **,,,,Confidential,Commercial,Echinodermata,156857,PACFIN
2015,CALIFORNIA,ECHINODERM **,"3,426",2,"4,665",Public,Commercial,Echinodermata,156857,PACFIN
2014,CALIFORNIA,ECHINODERM **,321,0,"1,555",Public,Commercial,Echinodermata,156857,PACFIN
2013,CALIFORNIA,ECHINODERM **,225,0,"1,380",Public,Commercial,Echinodermata,156857,PACFIN
2012,CALIFORNIA,ECHINODERM **,"2,343",1,"2,305",Public,Commercial,Echinodermata,156857,PACFIN
2011,CALIFORNIA,ECHINODERM **,"1,036",0,"1,239",Public,Commercial,Echinodermata,156857,PACFIN
2010,CALIFORNIA,ECHINODERM **,,,,Confidential,Commercial,Echinodermata,156857,PACFIN
2009,CALIFORNIA,ECHINODERM **,713,0,"2,380",Public,Commercial,Echinodermata,156857,PACFIN
2008,CALIFORNIA,ECHINODERM **,510,0,"1,157",Public,Commercial,Echinodermata,156857,PACFIN
2007,CALIFORNIA,ECHINODERM **,"8,182",4,"2,069",Public,Commercial,Echinodermata,156857,PACFIN
2006,CALIFORNIA,ECHINODERM **,,,,Confidential,Commercial,Echinodermata,156857,PACFIN
2005,CALIFORNIA,ECHINODERM **,"4,186",2,"2,193",Public,Commercial,Echinodermata,156857,PACFIN
2004,CALIFORNIA,ECHINODERM **,"15,647",7,"6,767",Public,Commercial,Echinodermata,156857,PACFIN
2003,CALIFORNIA,ECHINODERM **,"5,784",3,"1,962",Public,Commercial,Echinodermata,156857,PACFINHIST
2002,CALIFORNIA,ECHINODERM **,"4,774",2,"2,765",Public,Commercial,Echinodermata,156857,PACFINHIST
2001,CALIFORNIA,ECHINODERM **,494,0,"1,649",Public,Commercial,Echinodermata,156857,PACFINHIST
2000,CALIFORNIA,ECHINODERM **,212,0,"1,239",Public,Commercial,Echinodermata,156857,PACFINHIST
1999,CALIFORNIA,ECHINODERM **,356,0,997,Public,Commercial,Echinodermata,156857,PACFINHIST
1998,CALIFORNIA,ECHINODERM **,926,0,"2,366",Public,Commercial,Echinodermata,156857,PACFINHIST
1997,CALIFORNIA,ECHINODERM **,714,0,"1,782",Public,Commercial,Echinodermata,156857,PACFINHIST
1995,CALIFORNIA,ECHINODERM **,375,0,386,Public,Commercial,Echinodermata,156857,PACFINHIST
1994,CALIFORNIA,ECHINODERM **,191,0,290,Public,Commercial,Echinodermata,156857,PACFINHIST
1988,CALIFORNIA,ECHINODERM **,"12,666",6,"4,693",Public,Commercial,Echinodermata,156857,PACFINHIST
1986,CALIFORNIA,ECHINODERM **,"5,531",3,"1,675",Public,Commercial,Echinodermata,156857,PACFINHIST
1985,CALIFORNIA,ECHINODERM **,"13,652",6,"3,236",Public,Commercial,Echinodermata,156857,PACFINHIST
1984,CALIFORNIA,ECHINODERM **,"78,097",35,"13,594",Public,Commercial,Echinodermata,156857,PACFINHIST
1983,CALIFORNIA,ECHINODERM **,"34,564",16,"5,714",Public,Commercial,Echinodermata,156857,PACFINHIST
1982,CALIFORNIA,ECHINODERM **,"103,441",47,"15,102",Public,Commercial,Echinodermata,156857,PACFINHIST
1981,CALIFORNIA,ECHINODERM **,"32,884",15,"5,171",Public,Commercial,Echinodermata,156857,PACFINHIST
1978,CALIFORNIA,ECHINODERM **,"4,300",2,661,Public,Commercial,Echinodermata,156857,PACFINHIST
2023,CALIFORNIA,EELS **,69,0,68,Public,Commercial,Anguilliformes,161123,PACFIN
2022,CALIFORNIA,EELS **,144,0,259,Public,Commercial,Anguilliformes,161123,PACFIN
2021,CALIFORNIA,EELS **,,,,Confidential,Commercial,Anguilliformes,161123,PACFIN
2020,CALIFORNIA,EELS **,163,0,294,Public,Commercial,Anguilliformes,161123,PACFIN
2019,CALIFORNIA,EELS **,120,0,749,Public,Commercial,Anguilliformes,161123,PACFIN
2018,CALIFORNIA,EELS **,"2,427",1,"8,323",Public,Commercial,Anguilliformes,161123,PACFIN
2017,CALIFORNIA,EELS **,"1,376",1,"7,615",Public,Commercial,Anguilliformes,161123,PACFIN
2016,CALIFORNIA,EELS **,"1,265",1,"11,452",Public,Commercial,Anguilliformes,161123,PACFIN
2015,CALIFORNIA,EELS **,"1,054",0,"21,423",Public,Commercial,Anguilliformes,161123,PACFIN
2014,CALIFORNIA,EELS **,"6,149",3,"11,496",Public,Commercial,Anguilliformes,161123,PACFIN
2013,CALIFORNIA,EELS **,"4,432",2,"20,018",Public,Commercial,Anguilliformes,161123,PACFIN
2012,CALIFORNIA,EELS **,"1,494",1,"3,773",Public,Commercial,Anguilliformes,161123,PACFIN
2011,CALIFORNIA,EELS **,"1,312",1,"2,460",Public,Commercial,Anguilliformes,161123,PACFIN
2010,CALIFORNIA,EELS **,"3,956",2,"15,444",Public,Commercial,Anguilliformes,161123,PACFIN
2009,CALIFORNIA,EELS **,"5,059",2,"18,567",Public,Commercial,Anguilliformes,161123,PACFIN
2008,CALIFORNIA,EELS **,"11,737",5,"55,538",Public,Commercial,Anguilliformes,161123,PACFIN
2007,CALIFORNIA,EELS **,"1,797",1,"2,528",Public,Commercial,Anguilliformes,161123,PACFIN
2006,CALIFORNIA,EELS **,874,0,"7,822",Public,Commercial,Anguilliformes,161123,PACFIN
2005,CALIFORNIA,EELS **,,,,Confidential,Commercial,Anguilliformes,161123,PACFIN
2004,CALIFORNIA,EELS **,"2,186",1,"7,407",Public,Commercial,Anguilliformes,161123,PACFIN
2003,CALIFORNIA,EELS **,930,0,"6,293",Public,Commercial,Anguilliformes,161123,PACFINHIST
2002,CALIFORNIA,EELS **,"1,182",1,"6,908",Public,Commercial,Anguilliformes,161123,PACFINHIST
2001,CALIFORNIA,EELS **,207,0,656,Public,Commercial,Anguilliformes,161123,PACFINHIST
2000,CALIFORNIA,EELS **,"2,002",1,"7,581",Public,Commercial,Anguilliformes,161123,PACFINHIST
1999,CALIFORNIA,EELS **,588,0,"3,931",Public,Commercial,Anguilliformes,161123,PACFINHIST
1998,CALIFORNIA,EELS **,"4,941",2,"14,208",Public,Commercial,Anguilliformes,161123,PACFINHIST
1997,CALIFORNIA,EELS **,"5,991",3,"17,132",Public,Commercial,Anguilliformes,161123,PACFINHIST
1996,CALIFORNIA,EELS **,"5,024",2,"16,650",Public,Commercial,Anguilliformes,161123,PACFINHIST
1995,CALIFORNIA,EELS **,"7,771",4,"26,948",Public,Commercial,Anguilliformes,161123,PACFINHIST
1994,CALIFORNIA,EELS **,"7,168",3,"15,701",Public,Commercial,Anguilliformes,161123,PACFINHIST
1993,CALIFORNIA,EELS **,"6,605",3,"15,073",Public,Commercial,Anguilliformes,161123,PACFINHIST
1992,CALIFORNIA,EELS **,"7,327",3,"18,272",Public,Commercial,Anguilliformes,161123,PACFINHIST
1991,CALIFORNIA,EELS **,"2,396",1,"6,069",Public,Commercial,Anguilliformes,161123,PACFINHIST
1990,CALIFORNIA,EELS **,"1,758",1,"4,467",Public,Commercial,Anguilliformes,161123,PACFINHIST
1989,CALIFORNIA,EELS **,"1,742",1,823,Public,Commercial,Anguilliformes,161123,PACFINHIST
1988,CALIFORNIA,EELS **,116,0,81,Public,Commercial,Anguilliformes,161123,PACFINHIST
1987,CALIFORNIA,EELS **,228,0,155,Public,Commercial,Anguilliformes,161123,PACFINHIST
1986,CALIFORNIA,EELS **,75,0,64,Public,Commercial,Anguilliformes,161123,PACFINHIST
1985,CALIFORNIA,EELS **,207,0,59,Public,Commercial,Anguilliformes,161123,PACFINHIST
1984,CALIFORNIA,EELS **,215,0,88,Public,Commercial,Anguilliformes,161123,PACFINHIST
1983,CALIFORNIA,EELS **,365,0,240,Public,Commercial,Anguilliformes,161123,PACFINHIST
1982,CALIFORNIA,EELS **,135,0,55,Public,Commercial,Anguilliformes,161123,PACFINHIST
1981,CALIFORNIA,EELS **,440,0,159,Public,Commercial,Anguilliformes,161123,PACFINHIST
1980,CALIFORNIA,EELS **,205,0,65,Public,Commercial,Anguilliformes,161123,PACFINHIST
1979,CALIFORNIA,EELS **,"2,123",1,"1,292",Public,Commercial,Anguilliformes,161123,PACFINHIST
1978,CALIFORNIA,EELS **,,,24,Public,Commercial,Anguilliformes,161123,PACFINHIST
1977,CALIFORNIA,EELS **,100,0,10,Public,Commercial,Anguilliformes,161123,PACFINHIST
1976,CALIFORNIA,EELS **,900,0,100,Public,Commercial,Anguilliformes,161123,PACFINHIST
1975,CALIFORNIA,EELS **,800,0,75,Public,Commercial,Anguilliformes,161123,PACFINHIST
1974,CALIFORNIA,EELS **,300,0,17,Public,Commercial,Anguilliformes,161123,PACFINHIST
1973,CALIFORNIA,EELS **,"1,100",0,382,Public,Commercial,Anguilliformes,161123,PACFINHIST
2020,CALIFORNIA,"EELS, CUSK **",,,,Confidential,Commercial,Ophidiidae,164807,PACFIN
2015,CALIFORNIA,"EELS, CUSK **",,,,Confidential,Commercial,Ophidiidae,164807,PACFIN
2011,CALIFORNIA,"EELS, CUSK **",,,,Confidential,Commercial,Ophidiidae,164807,PACFIN
1994,CALIFORNIA,"EELS, CUSK **",117,0,58,Public,Commercial,Ophidiidae,164807,PACFINHIST
1980,CALIFORNIA,"EELS, MORAY **",119,0,28,Public,Commercial,Muraenidae,161160,PACFINHIST
1979,CALIFORNIA,"EELS, MORAY **",58,0,47,Public,Commercial,Muraenidae,161160,PACFINHIST
1977,CALIFORNIA,"EELS, MORAY **",100,0,12,Public,Commercial,Muraenidae,161160,PACFINHIST
1976,CALIFORNIA,"EELS, MORAY **",100,0,5,Public,Commercial,Muraenidae,161160,PACFINHIST
2023,CALIFORNIA,FLATFISHES **,822,0,904,Public,Commercial,Pleuronectiformes,172702,PACFIN
2022,CALIFORNIA,FLATFISHES **,900,0,663,Public,Commercial,Pleuronectiformes,172702,PACFIN
2021,CALIFORNIA,FLATFISHES **,256,0,316,Public,Commercial,Pleuronectiformes,172702,PACFIN
2020,CALIFORNIA,FLATFISHES **,768,0,"1,161",Public,Commercial,Pleuronectiformes,172702,PACFIN
2019,CALIFORNIA,FLATFISHES **,"1,351",1,"1,118",Public,Commercial,Pleuronectiformes,172702,PACFIN
2018,CALIFORNIA,FLATFISHES **,"7,829",4,"7,075",Public,Commercial,Pleuronectiformes,172702,PACFIN
2017,CALIFORNIA,FLATFISHES **,"3,307",2,"3,320",Public,Commercial,Pleuronectiformes,172702,PACFIN
2016,CALIFORNIA,FLATFISHES **,"23,303",11,"14,468",Public,Commercial,Pleuronectiformes,172702,PACFIN
2015,CALIFORNIA,FLATFISHES **,"46,998",21,"30,522",Public,Commercial,Pleuronectiformes,172702,PACFIN
2014,CALIFORNIA,FLATFISHES **,"38,464",17,"28,046",Public,Commercial,Pleuronectiformes,172702,PACFIN
2013,CALIFORNIA,FLATFISHES **,"38,206",17,"32,349",Public,Commercial,Pleuronectiformes,172702,PACFIN
2012,CALIFORNIA,FLATFISHES **,"28,807",13,"22,401",Public,Commercial,Pleuronectiformes,172702,PACFIN
2011,CALIFORNIA,FLATFISHES **,"27,475",12,"21,177",Public,Commercial,Pleuronectiformes,172702,PACFIN
2010,CALIFORNIA,FLATFISHES **,"19,044",9,"17,598",Public,Commercial,Pleuronectiformes,172702,PACFIN
2009,CALIFORNIA,FLATFISHES **,"30,066",14,"19,497",Public,Commercial,Pleuronectiformes,172702,PACFIN
